date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
2024-05-22,New Delhi,Baby Corn,59,68 - 75,71 - 97,1kg,resource/images/vegetables/babycorn-64.png
2024-05-22,New Delhi,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-22,New Delhi,Capsicum,46,53 - 58,55 - 76,1kg,resource/images/vegetables/capsicum-64.png
2024-05-22,New Delhi,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-22,New Delhi,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-22,New Delhi,Butter Beans,51,59 - 65,61 - 84,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-22,New Delhi,Broad Beans,64,74 - 81,77 - 106,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-22,New Delhi,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
2024-05-22,New Delhi,Carrot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/carrot-64.png
2024-05-22,New Delhi,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-22,New Delhi,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-22,New Delhi,Coconut,35,40 - 44,42 - 58,1kg,resource/images/vegetables/coconut-64.png
2024-05-22,New Delhi,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-22,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-05-22,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-22,New Delhi,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
2024-05-22,New Delhi,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-05-22,New Delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-22,New Delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-22,New Delhi,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-22,New Delhi,Brinjal,32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjal-64.png
2024-05-22,New Delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-22,New Delhi,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-22,New Delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-22,New Delhi,French Beans,181,208 - 230,217 - 299,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-22,New Delhi,Garlic,263,302 - 334,316 - 434,1kg,resource/images/vegetables/garlic-64.png
2024-05-22,New Delhi,Ginger,125,144 - 159,150 - 206,1kg,resource/images/vegetables/ginger-64.png
2024-05-22,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-22,New Delhi,Green Peas,50,58 - 64,60 - 83,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-22,New Delhi,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-22,New Delhi,Lemon (Lime),110,127 - 140,132 - 182,1kg,resource/images/vegetables/lemon-64.png
2024-05-22,New Delhi,Mango Raw,26,30 - 33,31 - 43,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-22,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-22,New Delhi,Mushroom,75,86 - 95,90 - 124,1kg,resource/images/vegetables/mushroom-64.png
2024-05-22,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-22,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-22,New Delhi,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-22,New Delhi,Radish,31,36 - 39,37 - 51,1kg,resource/images/vegetables/radish-64.png
2024-05-22,New Delhi,Ridge Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-22,New Delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
2024-05-22,New Delhi,Snake Gourd,38,44 - 48,46 - 63,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-22,New Delhi,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-22,New Delhi,Spinach,14,16 - 18,17 - 23,1kg,resource/images/vegetables/spinach-64.png
2024-05-22,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-23,New Delhi,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
2024-05-23,New Delhi,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-23,New Delhi,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-23,New Delhi,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
2024-05-23,New Delhi,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
2024-05-23,New Delhi,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
2024-05-23,New Delhi,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
2024-05-23,New Delhi,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-23,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-05-23,New Delhi,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-23,New Delhi,Baby Corn,59,68 - 75,71 - 97,1kg,resource/images/vegetables/babycorn-64.png
2024-05-23,New Delhi,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-23,New Delhi,Capsicum,46,53 - 58,55 - 76,1kg,resource/images/vegetables/capsicum-64.png
2024-05-23,New Delhi,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-23,New Delhi,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-23,New Delhi,Butter Beans,51,59 - 65,61 - 84,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-23,New Delhi,Broad Beans,64,74 - 81,77 - 106,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-23,New Delhi,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
2024-05-23,New Delhi,Carrot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/carrot-64.png
2024-05-23,New Delhi,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-23,New Delhi,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-23,New Delhi,Coconut,35,40 - 44,42 - 58,1kg,resource/images/vegetables/coconut-64.png
2024-05-23,New Delhi,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-23,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-05-23,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-23,New Delhi,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
2024-05-23,New Delhi,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-05-23,New Delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-23,New Delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-23,New Delhi,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-23,New Delhi,Brinjal,32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjal-64.png
2024-05-23,New Delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-23,New Delhi,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-23,New Delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-23,New Delhi,French Beans,181,208 - 230,217 - 299,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-23,New Delhi,Garlic,263,302 - 334,316 - 434,1kg,resource/images/vegetables/garlic-64.png
2024-05-23,New Delhi,Ginger,125,144 - 159,150 - 206,1kg,resource/images/vegetables/ginger-64.png
2024-05-23,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-23,New Delhi,Green Peas,50,58 - 64,60 - 83,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-23,New Delhi,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-23,New Delhi,Lemon (Lime),110,127 - 140,132 - 182,1kg,resource/images/vegetables/lemon-64.png
2024-05-23,New Delhi,Mango Raw,26,30 - 33,31 - 43,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-23,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-23,New Delhi,Mushroom,75,86 - 95,90 - 124,1kg,resource/images/vegetables/mushroom-64.png
2024-05-23,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-23,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-23,New Delhi,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-23,New Delhi,Radish,31,36 - 39,37 - 51,1kg,resource/images/vegetables/radish-64.png
2024-05-23,New Delhi,Ridge Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-23,New Delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
2024-05-23,New Delhi,Snake Gourd,38,44 - 48,46 - 63,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-23,New Delhi,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-23,New Delhi,Spinach,14,16 - 18,17 - 23,1kg,resource/images/vegetables/spinach-64.png
2024-05-23,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-24,New Delhi,Onion Big,23,26 - 29,28 - 38,1kg,resource/images/vegetables/onionbig-64.png
2024-05-24,New Delhi,Onion Small,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-24,New Delhi,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-24,New Delhi,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
2024-05-24,New Delhi,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
2024-05-24,New Delhi,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
2024-05-24,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-24,New Delhi,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-24,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-05-24,New Delhi,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-24,New Delhi,Baby Corn,46,53 - 58,55 - 76,1kg,resource/images/vegetables/babycorn-64.png
2024-05-24,New Delhi,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-24,New Delhi,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
2024-05-24,New Delhi,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-24,New Delhi,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-24,New Delhi,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-24,New Delhi,Broad Beans,75,86 - 95,90 - 124,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-24,New Delhi,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
2024-05-24,New Delhi,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2024-05-24,New Delhi,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-24,New Delhi,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-24,New Delhi,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-05-24,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-24,New Delhi,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2024-05-24,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-24,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2024-05-24,New Delhi,Cucumber,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cucumber-64.png
2024-05-24,New Delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-24,New Delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-24,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-24,New Delhi,Brinjal,34,39 - 43,41 - 56,1kg,resource/images/vegetables/brinjal-64.png
2024-05-24,New Delhi,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-24,New Delhi,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-24,New Delhi,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-24,New Delhi,French Beans,177,204 - 225,212 - 292,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-24,New Delhi,Garlic,259,298 - 329,311 - 427,1kg,resource/images/vegetables/garlic-64.png
2024-05-24,New Delhi,Ginger,128,147 - 163,154 - 211,1kg,resource/images/vegetables/ginger-64.png
2024-05-24,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-24,New Delhi,Green Peas,41,47 - 52,49 - 68,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-24,New Delhi,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-24,New Delhi,Lemon (Lime),108,124 - 137,130 - 178,1kg,resource/images/vegetables/lemon-64.png
2024-05-24,New Delhi,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-24,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-24,New Delhi,Mushroom,94,108 - 119,113 - 155,1kg,resource/images/vegetables/mushroom-64.png
2024-05-24,New Delhi,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-24,New Delhi,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-24,New Delhi,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-24,New Delhi,Radish,35,40 - 44,42 - 58,1kg,resource/images/vegetables/radish-64.png
2024-05-24,New Delhi,Ridge Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-24,New Delhi,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,resource/images/vegetables/shallot-64.png
2024-05-24,New Delhi,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-24,New Delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-24,New Delhi,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
2024-05-24,New Delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-25,New Delhi,Onion Big,23,26 - 29,28 - 38,1kg,resource/images/vegetables/onionbig-64.png
2024-05-25,New Delhi,Onion Small,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-25,New Delhi,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-25,New Delhi,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
2024-05-25,New Delhi,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
2024-05-25,New Delhi,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
2024-05-25,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-25,New Delhi,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-25,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-05-25,New Delhi,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-25,New Delhi,Baby Corn,46,53 - 58,55 - 76,1kg,resource/images/vegetables/babycorn-64.png
2024-05-25,New Delhi,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-25,New Delhi,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
2024-05-25,New Delhi,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-25,New Delhi,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-25,New Delhi,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-25,New Delhi,Broad Beans,75,86 - 95,90 - 124,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-25,New Delhi,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
2024-05-25,New Delhi,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2024-05-25,New Delhi,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-25,New Delhi,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-25,New Delhi,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-05-25,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-25,New Delhi,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2024-05-25,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-25,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2024-05-25,New Delhi,Cucumber,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cucumber-64.png
2024-05-25,New Delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-25,New Delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-25,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-25,New Delhi,Brinjal,34,39 - 43,41 - 56,1kg,resource/images/vegetables/brinjal-64.png
2024-05-25,New Delhi,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-25,New Delhi,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-25,New Delhi,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-25,New Delhi,French Beans,177,204 - 225,212 - 292,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-25,New Delhi,Garlic,259,298 - 329,311 - 427,1kg,resource/images/vegetables/garlic-64.png
2024-05-25,New Delhi,Ginger,128,147 - 163,154 - 211,1kg,resource/images/vegetables/ginger-64.png
2024-05-25,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-25,New Delhi,Green Peas,41,47 - 52,49 - 68,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-25,New Delhi,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-25,New Delhi,Lemon (Lime),108,124 - 137,130 - 178,1kg,resource/images/vegetables/lemon-64.png
2024-05-25,New Delhi,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-25,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-25,New Delhi,Mushroom,94,108 - 119,113 - 155,1kg,resource/images/vegetables/mushroom-64.png
2024-05-25,New Delhi,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-25,New Delhi,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-25,New Delhi,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-25,New Delhi,Radish,35,40 - 44,42 - 58,1kg,resource/images/vegetables/radish-64.png
2024-05-25,New Delhi,Ridge Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-25,New Delhi,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,resource/images/vegetables/shallot-64.png
2024-05-25,New Delhi,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-25,New Delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-25,New Delhi,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
